Detailed Resource Usage
Module Name,Fabric 4LUT,Fabric DFF,Interface 4LUT,Interface DFF,Single-Ended I/O,Differential I/O Pairs,uSRAM 1K,LSRAM 18K,Math (18x18),Chip Globals,PLL,DLL
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_141/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_142/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_143/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_144/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_145/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_146/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_147/Primitives,10,2,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_148/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_149/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_150/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_151/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_152/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_153/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_154/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_155/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_156/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_157/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_158/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_159/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_160/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_161/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_162/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_163/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_164/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_165/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_166/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_167/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_168/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_169/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_170/Primitives,10,3,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_171/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_172/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_173/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_174/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_175/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_176/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_177/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_178/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_179/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_180/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_181/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_182/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_183/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_184/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_185/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_186/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_187/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_188/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_189/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_190/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_191/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_192/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_193/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_194/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_195/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_196/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_197/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_198/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_199/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_200/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_201/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_202/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_203/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/Primitives,0,88,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_204/MSC_i_205/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_204/MSC_i_206/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_204/MSC_i_207/Primitives,3,6,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_204/MSC_i_208/Primitives,152,73,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_204/Primitives,819,575,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_204/wrtq_b_size_wrtq_b_size_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_209/MSC_i_210/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_211/MSC_i_212/MSC_i_213/MSC_i_214/Primitives,11,8,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_211/MSC_i_212/MSC_i_213/MSC_i_215/Primitives,105,16,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_211/MSC_i_212/MSC_i_213/MSC_i_216/Primitives,21,8,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_211/MSC_i_212/MSC_i_213/MSC_i_217/Primitives,17,8,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_211/MSC_i_212/MSC_i_213/Primitives,195,69,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_211/MSC_i_212/MSC_i_218/Primitives,3,15,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_211/MSC_i_212/MSC_i_219/Primitives,52,17,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_211/MSC_i_212/MSC_i_220/Primitives,6,5,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_211/MSC_i_212/MSC_i_221/Primitives,134,68,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_211/MSC_i_212/MSC_i_222/Primitives,134,68,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_211/MSC_i_212/MSC_i_223/Primitives,0,3,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_211/MSC_i_212/MSC_i_224/Primitives,135,69,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_211/MSC_i_212/MSC_i_225/Primitives,16,69,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_211/MSC_i_212/MSC_i_226/Primitives,8,80,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_211/MSC_i_212/MSC_i_227/Primitives,0,3,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_211/MSC_i_212/MSC_i_228/Primitives,141,59,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_211/MSC_i_212/MSC_i_229/Primitives,166,57,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_211/MSC_i_212/MSC_i_230/Primitives,8,80,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_211/MSC_i_212/MSC_i_231/Primitives,134,68,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_211/MSC_i_212/MSC_i_232/Primitives,118,57,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_211/MSC_i_212/MSC_i_233/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_211/MSC_i_212/Primitives,342,208,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_211/MSC_i_234/MSC_i_235/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_211/MSC_i_236/MSC_i_237/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_211/Primitives,323,107,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_238/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_239/MSC_i_240/MSC_i_241/Primitives,42,19,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_239/MSC_i_240/MSC_i_241/gen_fifo_regs[0].nonresettable.fifo_gen_fifo_regs[0].nonresettable.fifo_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_239/MSC_i_240/MSC_i_241/gen_fifo_regs[0].nonresettable.fifo_gen_fifo_regs[0].nonresettable.fifo_0_4/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_239/MSC_i_240/MSC_i_241/gen_fifo_regs[0].nonresettable.fifo_gen_fifo_regs[0].nonresettable.fifo_0_5/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_239/MSC_i_240/Primitives,32,9,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_239/MSC_i_242/Primitives,94,187,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_239/MSC_i_243/MSC_i_244/MSC_i_245/MSC_i_246/Primitives,122,182,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_239/MSC_i_243/MSC_i_244/MSC_i_245/Primitives,29,24,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_239/MSC_i_243/MSC_i_244/MSC_i_247/Primitives,6,0,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_239/MSC_i_243/MSC_i_244/MSC_i_247/mem_mem_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_239/MSC_i_243/MSC_i_244/MSC_i_247/mem_mem_0_1/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_239/MSC_i_243/MSC_i_244/MSC_i_247/mem_mem_0_2/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_239/MSC_i_243/MSC_i_244/MSC_i_247/mem_mem_0_3/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_239/MSC_i_243/MSC_i_244/MSC_i_247/mem_mem_0_4/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_239/MSC_i_243/MSC_i_244/MSC_i_247/mem_mem_0_5/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_239/MSC_i_243/Primitives,44,10,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_239/Primitives,89,0,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_248/Primitives,4,59,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_249/Primitives,2,9,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_250/Primitives,0,152,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_5/MSC_i_6/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_7/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_119/Primitives,437,0,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_13/MSC_i_14/MSC_i_15/Primitives,157,230,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_13/MSC_i_14/Primitives,34,21,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_13/MSC_i_16/Primitives,7,0,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_13/MSC_i_16/mem_mem_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_13/MSC_i_16/mem_mem_0_1/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_13/MSC_i_16/mem_mem_0_2/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_13/MSC_i_16/mem_mem_0_3/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_13/MSC_i_16/mem_mem_0_4/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_13/MSC_i_16/mem_mem_0_5/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_13/MSC_i_16/mem_mem_0_6/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_17/MSC_i_18/MSC_i_19/Primitives,7,7,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_17/MSC_i_18/Primitives,42,21,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_17/MSC_i_20/Primitives,1,0,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_17/MSC_i_20/mem_mem_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_22/MSC_i_23/Primitives,307,443,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_22/MSC_i_24/MSC_i_25/Primitives,6,0,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_22/MSC_i_24/MSC_i_26/MSC_i_27/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_22/MSC_i_24/MSC_i_26/MSC_i_28/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_22/MSC_i_24/MSC_i_26/MSC_i_29/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_22/MSC_i_24/MSC_i_26/MSC_i_30/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_22/MSC_i_24/MSC_i_26/MSC_i_31/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_22/MSC_i_24/MSC_i_26/MSC_i_32/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_22/MSC_i_24/MSC_i_26/MSC_i_33/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_22/MSC_i_24/Primitives,7,7,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_22/MSC_i_34/MSC_i_35/Primitives,4,0,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_22/MSC_i_34/MSC_i_36/MSC_i_37/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_22/MSC_i_34/MSC_i_36/MSC_i_38/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_22/MSC_i_34/MSC_i_36/MSC_i_39/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_22/MSC_i_34/MSC_i_36/MSC_i_40/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_22/MSC_i_34/MSC_i_36/MSC_i_41/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_22/MSC_i_34/MSC_i_36/MSC_i_42/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_22/MSC_i_34/MSC_i_36/MSC_i_43/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_22/MSC_i_34/Primitives,7,7,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_22/Primitives,71,17,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_44/Primitives,13,0,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_44/mem_mem_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_44/mem_mem_0_1/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_44/mem_mem_0_10/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_44/mem_mem_0_11/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_44/mem_mem_0_12/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_44/mem_mem_0_2/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_44/mem_mem_0_3/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_44/mem_mem_0_4/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
