Detailed Resource Usage
Module Name,Fabric 4LUT,Fabric DFF,Interface 4LUT,Interface DFF,Single-Ended I/O,Differential I/O Pairs,uSRAM 1K,LSRAM 18K,Math (18x18),Chip Globals,PLL,DLL
AXI4_interconnect_0/AXI4_interconnect_0/SlvConvertor_loop[0].slvcnv/slvCDC/genblk1.cdc_WChan/rdGrayCounter/Primitives,8,3,0,0,0,0,0,0,0,0,0,0
AXI4_interconnect_0/AXI4_interconnect_0/SlvConvertor_loop[0].slvcnv/slvCDC/genblk1.cdc_WChan/rdGrayCounterP1/Primitives,0,3,0,0,0,0,0,0,0,0,0,0
AXI4_interconnect_0/AXI4_interconnect_0/SlvConvertor_loop[0].slvcnv/slvCDC/genblk1.cdc_WChan/wrGrayCounter/Primitives,11,3,0,0,0,0,0,0,0,0,0,0
AXI4_interconnect_0/AXI4_interconnect_0/SlvConvertor_loop[0].slvcnv/slvCDC/genblk1.cdc_WChan/wrGrayCounterP1/Primitives,0,3,0,0,0,0,0,0,0,0,0,0
AXI4_interconnect_0/AXI4_interconnect_0/SlvConvertor_loop[0].slvcnv/slvCDC/genblk1.cdc_WChan/wrGrayCounterP2/Primitives,0,3,0,0,0,0,0,0,0,0,0,0
AXI4_interconnect_0/AXI4_interconnect_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_AXI3ProtConv/SlvPCRd/Primitives,366,55,0,0,0,0,0,0,0,0,0,0
AXI4_interconnect_0/AXI4_interconnect_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_AXI3ProtConv/SlvPCRd/rdDataFif/Primitives,35,15,0,0,0,0,0,0,0,0,0,0
AXI4_interconnect_0/AXI4_interconnect_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_AXI3ProtConv/SlvPCRd/rdDataFif/genblk1.DPRam/Primitives,6,0,0,0,0,0,0,0,0,0,0,0
AXI4_interconnect_0/AXI4_interconnect_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_AXI3ProtConv/SlvPCRd/rdDataFif/genblk1.DPRam/mem_mem_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
AXI4_interconnect_0/AXI4_interconnect_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_AXI3ProtConv/SlvPCRd/rdDataFif/genblk1.DPRam/mem_mem_0_1/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
AXI4_interconnect_0/AXI4_interconnect_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_AXI3ProtConv/SlvPCRd/rdDataFif/genblk1.DPRam/mem_mem_0_2/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
AXI4_interconnect_0/AXI4_interconnect_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_AXI3ProtConv/SlvPCRd/rdDataFif/genblk1.DPRam/mem_mem_0_3/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
AXI4_interconnect_0/AXI4_interconnect_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_AXI3ProtConv/SlvPCRd/rdDataFif/genblk1.DPRam/mem_mem_0_4/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
AXI4_interconnect_0/AXI4_interconnect_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_AXI3ProtConv/SlvPCRd/rdDataFif/genblk1.DPRam/mem_mem_0_5/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
AXI4_interconnect_0/AXI4_interconnect_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_AXI3ProtConv/SlvPCRd/rdIdFif/Primitives,34,15,0,0,0,0,0,0,0,0,0,0
AXI4_interconnect_0/AXI4_interconnect_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_AXI3ProtConv/SlvPCRd/rdIdFif/genblk1.DPRam/mem_mem_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
AXI4_interconnect_0/AXI4_interconnect_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_AXI3ProtConv/SlvPCRd/rdIdFif/genblk1.DPRam/mem_mem_0_1/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
AXI4_interconnect_0/AXI4_interconnect_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_AXI3ProtConv/SlvPCWr/Primitives,398,63,0,0,0,0,0,0,0,0,0,0
AXI4_interconnect_0/AXI4_interconnect_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_AXI3ProtConv/SlvPCWr/wrDataFif/Primitives,34,15,0,0,0,0,0,0,0,0,0,0
AXI4_interconnect_0/AXI4_interconnect_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_AXI3ProtConv/SlvPCWr/wrDataFif/genblk1.DPRam/Primitives,7,0,0,0,0,0,0,0,0,0,0,0
AXI4_interconnect_0/AXI4_interconnect_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_AXI3ProtConv/SlvPCWr/wrDataFif/genblk1.DPRam/mem_mem_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
AXI4_interconnect_0/AXI4_interconnect_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_AXI3ProtConv/SlvPCWr/wrDataFif/genblk1.DPRam/mem_mem_0_1/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
AXI4_interconnect_0/AXI4_interconnect_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_AXI3ProtConv/SlvPCWr/wrDataFif/genblk1.DPRam/mem_mem_0_2/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
AXI4_interconnect_0/AXI4_interconnect_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_AXI3ProtConv/SlvPCWr/wrDataFif/genblk1.DPRam/mem_mem_0_3/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
AXI4_interconnect_0/AXI4_interconnect_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_AXI3ProtConv/SlvPCWr/wrDataFif/genblk1.DPRam/mem_mem_0_4/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
AXI4_interconnect_0/AXI4_interconnect_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_AXI3ProtConv/SlvPCWr/wrDataFif/genblk1.DPRam/mem_mem_0_5/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
AXI4_interconnect_0/AXI4_interconnect_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_AXI3ProtConv/SlvPCWr/wrDataFif/genblk1.DPRam/mem_mem_0_6/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
AXI4_interconnect_0/AXI4_interconnect_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_AXI3ProtConv/SlvPCWr/wrLenFif/Primitives,33,15,0,0,0,0,0,0,0,0,0,0
AXI4_interconnect_0/AXI4_interconnect_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_AXI3ProtConv/SlvPCWr/wrLenFif/genblk1.DPRam/Primitives,1,0,0,0,0,0,0,0,0,0,0,0
AXI4_interconnect_0/AXI4_interconnect_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_AXI3ProtConv/SlvPCWr/wrLenFif/genblk1.DPRam/mem_mem_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
AXI4_interconnect_0/AXI4_interconnect_0/arst_aclk_sync/Primitives,1,1,0,0,0,0,0,0,0,1,0,0
CLOCKS_RESETS_0/CCC_100MHz_0/CCC_100MHz_0/Primitives,0,0,0,0,0,0,0,0,0,1,1,0
CLOCKS_RESETS_0/Primitives,1,0,0,0,0,0,0,0,0,0,0,0
CLOCKS_RESETS_0/RCOSC_0/RCOSC_0/Primitives,0,0,0,0,0,0,0,0,0,1,0,0
CLOCKS_RESETS_0/reset_synchronizer_0/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR4_0/CCC_0/Primitives,0,0,0,0,0,0,0,0,0,1,1,0
DDR4_0/DDRPHY_BLK_0/IOD_ACT_N/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_A_11_0/Primitives,0,0,0,0,12,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_A_13/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_BA/Primitives,0,0,0,0,2,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_BG/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_CAS_N/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_CKE/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_CS_N/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_ODT/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_RAS_N/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_REF_CLK_TRAINING/Primitives,0,0,0,0,0,1,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_RESET_N/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/LANE_ALIGNMENT/LANE_CTRL/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/LANE_ALIGNMENT/Primitives,5,5,0,0,0,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/LANE_ALIGNMENT/genblk1[0].FIFO_BLK/Primitives,19,6,0,0,0,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/LANE_ALIGNMENT/genblk1[0].FIFO_BLK/ram_simple_dp/Primitives,6,0,0,0,0,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/LANE_ALIGNMENT/genblk1[0].FIFO_BLK/ram_simple_dp/mem_mem_0_0/Primitives,0,2,12,12,0,0,1,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/LANE_ALIGNMENT/genblk1[0].FIFO_BLK/ram_simple_dp/mem_mem_0_1/Primitives,0,2,12,12,0,0,1,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/LANE_ALIGNMENT/genblk1[0].FIFO_BLK/ram_simple_dp/mem_mem_0_2/Primitives,0,2,12,12,0,0,1,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/LANE_ALIGNMENT/genblk1[0].FIFO_BLK/ram_simple_dp/mem_mem_0_3/Primitives,0,2,12,12,0,0,1,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/LANE_ALIGNMENT/genblk1[0].FIFO_BLK/ram_simple_dp/mem_mem_0_4/Primitives,0,2,12,12,0,0,1,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/LANE_ALIGNMENT/genblk1[0].FIFO_BLK/ram_simple_dp/mem_mem_0_5/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/LANE_ALIGNMENT/genblk1[1].FIFO_BLK/Primitives,0,6,0,0,0,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/LANE_ALIGNMENT/genblk1[1].FIFO_BLK/ram_simple_dp/Primitives,6,0,0,0,0,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/LANE_ALIGNMENT/genblk1[1].FIFO_BLK/ram_simple_dp/mem_mem_0_0/Primitives,0,2,12,12,0,0,1,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/LANE_ALIGNMENT/genblk1[1].FIFO_BLK/ram_simple_dp/mem_mem_0_1/Primitives,0,2,12,12,0,0,1,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/LANE_ALIGNMENT/genblk1[1].FIFO_BLK/ram_simple_dp/mem_mem_0_2/Primitives,0,2,12,12,0,0,1,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/LANE_ALIGNMENT/genblk1[1].FIFO_BLK/ram_simple_dp/mem_mem_0_3/Primitives,0,2,12,12,0,0,1,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/LANE_ALIGNMENT/genblk1[1].FIFO_BLK/ram_simple_dp/mem_mem_0_4/Primitives,0,2,12,12,0,0,1,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/LANE_ALIGNMENT/genblk1[1].FIFO_BLK/ram_simple_dp/mem_mem_0_5/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/Primitives,82,82,0,0,0,0,0,0,0,1,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/LEVELLING/IOG_IF/APB_IOG_CTRL_SM/Primitives,24,26,0,0,0,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/LEVELLING/IOG_IF/Primitives,35,30,0,0,0,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/LEVELLING/Primitives,11,0,0,0,0,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/LEVELLING/RDLVL/RDLVL_SMS/genblk1[0].RDLVL_TRAIN/Primitives,1,0,0,0,0,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/LEVELLING/RDLVL/RDLVL_SMS/genblk1[0].RDLVL_TRAIN/dq_align_dqs_optimization/Primitives,543,237,0,0,0,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/LEVELLING/RDLVL/RDLVL_SMS/genblk1[0].RDLVL_TRAIN/gate_training/Primitives,499,261,0,0,0,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/LEVELLING/RDLVL/RDLVL_SMS/genblk1[1].RDLVL_TRAIN/dq_align_dqs_optimization/Primitives,543,237,0,0,0,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/LEVELLING/RDLVL/RDLVL_SMS/genblk1[1].RDLVL_TRAIN/gate_training/Primitives,484,261,0,0,0,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/LEVELLING/TRN_COMPLETE/Primitives,18,10,0,0,0,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/LEVELLING/VREF_TR/Primitives,6,5,0,0,0,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/LEVELLING/WRLVL/wrlvl_instances[0].uWrlvl/Primitives,58,52,0,0,0,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/LEVELLING/WRLVL/wrlvl_instances[1].uWrlvl/Primitives,58,52,0,0,0,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/LEVELLING/delay_ctrl_instances[0].U_DELAY_CTRL/Primitives,13,10,0,0,0,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/LEVELLING/delay_ctrl_instances[1].U_DELAY_CTRL/Primitives,13,10,0,0,0,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/PHY_SIG_MOD/Primitives,967,274,0,0,0,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/Primitives,19,172,0,0,0,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/Primitives,7,6,0,0,0,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/cmd_addr_trainer/Primitives,160,99,0,0,0,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/cmd_addr_trainer/indly_indly_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/cmd_addr_trainer/outdly_outdly_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/genblk2[0].dqsw_trainer/Primitives,149,78,0,0,0,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/genblk2[0].u_dqsw270_flags/Primitives,1,0,0,0,0,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/genblk2[0].u_dqsw270_flags/noise_detect/Primitives,1,3,0,0,0,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/genblk2[0].u_dqsw270_flags/transition_detect/Primitives,1,3,0,0,0,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/genblk2[0].u_dqsw_flags/Primitives,1,0,0,0,0,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/genblk2[0].u_dqsw_flags/noise_detect/Primitives,1,3,0,0,0,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/genblk2[0].u_dqsw_flags/transition_detect/Primitives,1,3,0,0,0,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/genblk2[1].dqsw_trainer/Primitives,140,78,0,0,0,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/genblk2[1].u_dqsw270_flags/Primitives,1,0,0,0,0,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/genblk2[1].u_dqsw270_flags/noise_detect/Primitives,1,3,0,0,0,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/genblk2[1].u_dqsw270_flags/transition_detect/Primitives,1,3,0,0,0,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/genblk2[1].u_dqsw_flags/Primitives,1,0,0,0,0,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/genblk2[1].u_dqsw_flags/noise_detect/Primitives,1,3,0,0,0,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/genblk2[1].u_dqsw_flags/transition_detect/Primitives,1,3,0,0,0,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/genblk3[0].bclk_trainer/Primitives,70,50,0,0,0,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/u_cmd_flags/Primitives,1,0,0,0,0,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/u_cmd_flags/noise_detect/Primitives,1,3,0,0,0,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/u_cmd_flags/transition_detect/Primitives,1,3,0,0,0,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/ddr4_vref_trainer/Primitives,9,10,0,0,0,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/u_write_callibrator/Primitives,192,78,0,0,0,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/ddr_init_iterator/Primitives,40,29,0,0,0,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/IOD_WE_N/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/LANE_0_IOD_DM/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/LANE_0_IOD_DQ/Primitives,0,0,0,0,8,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/LANE_0_IOD_DQS/Primitives,0,0,0,0,0,1,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/LANE_1_IOD_DM/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/LANE_1_IOD_DQ/Primitives,0,0,0,0,8,0,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/LANE_1_IOD_DQS/Primitives,0,0,0,0,0,1,0,0,0,0,0,0
DDR4_0/DDRPHY_BLK_0/Primitives,1,1,0,0,3,0,0,0,0,1,0,0
DDR4_0/DLL_0/Primitives,0,0,0,0,0,0,0,0,0,0,0,1
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_2/MSC_i_3/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_251/MSC_i_252/MSC_i_253/MSC_i_254/Primitives,1,1,0,0,0,0,0,0,0,1,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_251/MSC_i_252/Primitives,382,88,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_251/Primitives,6,0,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_120/Primitives,165,141,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_121/MSC_i_122/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_121/MSC_i_123/MSC_i_124/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_121/MSC_i_123/Primitives,3,2,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_121/MSC_i_125/MSC_i_126/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_121/MSC_i_125/MSC_i_127/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_121/MSC_i_125/Primitives,4,2,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_121/Primitives,25,23,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_128/Primitives,134,99,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_130/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_131/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_132/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_133/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_134/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_135/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_136/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_137/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_138/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_139/Primitives,19,5,0,0,0,0,0,0,0,0,0,0
DDR4_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_129/MSC_i_140/Primitives,0,1,0,0,0,0,0,0,0,0,0,0
